Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
56,34,617,1058,0.258,0.129,1
56,35,617,1058,0.000,0.000,47
56,36,617,1058,0.000,0.000,11
56,37,624,1060,0.939,0.470,29
56,38,624,1060,0.000,0.000,10
56,39,624,1062,0.258,0.129,28
56,40,630,1062,0.774,0.387,36
56,41,632,1062,0.258,0.129,26
56,42,637,1064,0.695,0.347,23
56,43,637,1064,0.000,0.000,19
56,44,637,1064,0.000,0.000,1
56,45,641,1060,0.730,0.365,45
56,46,641,1060,0.000,0.000,3
56,47,634,1049,1.682,0.841,14
56,48,634,1051,0.258,0.129,13
56,49,634,1053,0.258,0.129,3
56,50,634,1053,0.000,0.000,24
56,51,637,1051,0.465,0.233,5
56,52,634,1047,0.645,0.323,0
56,53,634,1047,0.000,0.000,1
56,54,637,1047,0.387,0.194,2
56,55,634,1047,0.387,0.194,9
56,56,634,1045,0.258,0.129,15
56,57,634,1036,1.161,0.581,31
56,58,634,1036,0.000,0.000,1
56,59,634,1036,0.000,0.000,26
56,60,634,1036,0.000,0.000,12
56,61,632,1038,0.365,0.182,1
56,62,630,1041,0.465,0.233,6
56,63,630,1034,0.903,0.452,34
56,64,630,1032,0.258,0.129,0
56,65,624,1032,0.774,0.387,0
56,66,624,1032,0.000,0.000,27
56,67,624,1032,0.000,0.000,10
56,68,617,1036,1.040,0.520,0
56,69,617,1036,0.000,0.000,1
56,70,622,1030,1.008,0.504,6
56,71,622,1036,0.774,0.387,2
56,72,626,1038,0.577,0.288,1
56,73,626,1038,0.000,0.000,5
56,74,624,1036,0.365,0.182,1
56,75,622,1036,0.258,0.129,2
56,76,619,1036,0.387,0.194,1
56,77,619,1036,0.000,0.000,0
56,78,619,1036,0.000,0.000,26
56,79,619,1036,0.000,0.000,31
56,80,619,1036,0.000,0.000,0
56,81,619,1036,0.000,0.000,1
56,82,619,1036,0.000,0.000,0
56,83,619,1036,0.000,0.000,1
56,84,615,1038,0.577,0.288,31
56,85,613,1038,0.258,0.129,24
56,86,613,1038,0.000,0.000,50
56,87,604,1043,1.328,0.664,3
56,88,602,1043,0.258,0.129,11
56,89,598,1043,0.516,0.258,0
56,90,596,1043,0.258,0.129,2
56,91,594,1043,0.258,0.129,8
56,92,587,1043,0.903,0.452,2
56,93,587,1043,0.000,0.000,1
56,94,585,1043,0.258,0.129,15
56,95,581,1043,0.516,0.258,21
56,96,581,1043,0.000,0.000,4
56,97,579,1041,0.365,0.182,41
56,98,579,1041,0.000,0.000,5
56,99,577,1041,0.258,0.129,32
56,100,575,1041,0.258,0.129,17
56,101,560,1038,1.973,0.987,26
56,102,560,1038,0.000,0.000,9
56,103,555,1038,0.645,0.323,26
56,104,551,1041,0.645,0.323,15
56,105,547,1041,0.516,0.258,9
56,106,545,1041,0.258,0.129,0
56,107,542,1041,0.387,0.194,64
56,108,542,1041,0.000,0.000,62
56,109,540,1041,0.258,0.129,2
56,110,536,1041,0.516,0.258,12
57,1,579,1081,-1.000,-1.000,15
57,2,579,1085,0.516,0.258,0
57,3,568,1090,1.559,0.779,14
57,4,562,1088,0.816,0.408,55
57,5,555,1081,1.277,0.639,58
57,6,555,1079,0.258,0.129,31
57,7,553,1077,0.365,0.182,4
57,8,555,1081,0.577,0.288,0
57,9,568,1085,1.755,0.877,102
57,10,562,1083,0.816,0.408,23
57,11,562,1081,0.258,0.129,30
57,12,564,1079,0.365,0.182,63
57,13,564,1079,0.000,0.000,26
57,14,564,1079,0.000,0.000,75
57,15,564,1077,0.258,0.129,43
57,16,562,1077,0.258,0.129,15
57,17,564,1077,0.258,0.129,22
57,18,566,1077,0.258,0.129,44
57,19,568,1077,0.258,0.129,26
57,20,570,1077,0.258,0.129,79
57,21,577,1075,0.939,0.470,51
57,22,581,1075,0.516,0.258,17
57,23,581,1071,0.516,0.258,60
57,24,581,1062,1.161,0.581,78
57,25,581,1068,0.774,0.387,38
57,26,581,1071,0.387,0.194,21
57,27,585,1071,0.516,0.258,49
57,28,585,1071,0.000,0.000,53
57,29,585,1071,0.000,0.000,93
57,30,585,1066,0.645,0.323,2
57,31,585,1068,0.258,0.129,64
57,32,590,1068,0.645,0.323,137
57,33,592,1068,0.258,0.129,36
57,34,594,1066,0.365,0.182,27
57,35,594,1066,0.000,0.000,92
57,36,596,1064,0.365,0.182,22
57,37,594,1058,0.816,0.408,26
57,38,594,1062,0.516,0.258,62
57,39,594,1062,0.000,0.000,46
57,40,596,1064,0.365,0.182,68
57,41,598,1064,0.258,0.129,140
57,42,600,1058,0.816,0.408,100
57,43,600,1058,0.000,0.000,142
57,44,600,1062,0.516,0.258,60
57,45,602,1062,0.258,0.129,49
57,46,604,1060,0.365,0.182,7
57,47,609,1058,0.695,0.347,61
57,48,607,1051,0.939,0.470,28
57,49,604,1049,0.465,0.233,30
57,50,604,1056,0.903,0.452,5
57,51,604,1056,0.000,0.000,8
57,52,607,1049,0.982,0.491,9
57,53,607,1045,0.516,0.258,17
57,54,609,1041,0.577,0.288,15
57,55,611,1034,0.939,0.470,11
57,56,611,1030,0.516,0.258,78
57,57,611,1021,1.161,0.581,28
57,58,613,1036,1.952,0.976,38
57,59,615,1030,0.816,0.408,17
57,60,615,1021,1.161,0.581,63
57,61,615,1021,0.000,0.000,0
57,62,615,1017,0.516,0.258,14
57,63,615,1015,0.258,0.129,17
57,64,613,1011,0.577,0.288,1
57,65,611,1009,0.365,0.182,12
57,66,611,1009,0.000,0.000,1
57,67,613,1006,0.465,0.233,18
57,68,607,1011,1.008,0.504,42
57,69,607,1009,0.258,0.129,24
57,70,602,1009,0.645,0.323,78
57,71,602,1009,0.000,0.000,12
57,72,602,1009,0.000,0.000,29
57,73,602,1009,0.000,0.000,16
57,74,602,1009,0.000,0.000,10
57,75,602,1015,0.774,0.387,13
57,76,602,1015,0.000,0.000,5
57,77,604,1015,0.258,0.129,0
57,78,607,1015,0.387,0.194,28
57,79,607,1015,0.000,0.000,12
57,80,611,1015,0.516,0.258,86
57,81,609,1011,0.577,0.288,19
57,82,607,1011,0.258,0.129,62
57,83,607,1013,0.258,0.129,33
57,84,607,1015,0.258,0.129,21
57,85,607,1017,0.258,0.129,17
57,86,604,1019,0.465,0.233,10
57,87,604,1021,0.258,0.129,27
57,88,604,1021,0.000,0.000,1
57,89,602,1021,0.258,0.129,1
57,90,600,1021,0.258,0.129,5
57,91,596,1021,0.516,0.258,115
57,92,596,1021,0.000,0.000,29
57,93,594,1017,0.577,0.288,69
57,94,587,1017,0.903,0.452,37
57,95,583,1019,0.577,0.288,31
57,96,583,1021,0.258,0.129,40
57,97,585,1030,1.189,0.595,0
57,98,585,1032,0.258,0.129,7
57,99,581,1034,0.577,0.288,13
57,100,577,1034,0.516,0.258,1
57,101,577,1034,0.000,0.000,3
57,102,572,1034,0.645,0.323,3
57,103,570,1036,0.365,0.182,35
57,104,564,1038,0.816,0.408,13
57,105,560,1041,0.645,0.323,2
57,106,553,1041,0.903,0.452,0
57,107,551,1043,0.365,0.182,39
57,108,551,1036,0.903,0.452,21
57,109,545,1034,0.816,0.408,45
57,110,540,1028,1.008,0.504,25
58,1,528,1111,-1.000,-1.000,106
58,2,523,1111,0.645,0.323,24
58,3,519,1113,0.577,0.288,54
58,4,506,1113,1.677,0.839,47
58,5,506,1113,0.000,0.000,34
58,6,506,1118,0.645,0.323,68
58,7,506,1118,0.000,0.000,100
58,8,508,1118,0.258,0.129,45
58,9,510,1118,0.258,0.129,103
58,10,515,1120,0.695,0.347,70
58,11,515,1120,0.000,0.000,23
58,12,517,1115,0.695,0.347,82
58,13,515,1111,0.577,0.288,43
58,14,513,1107,0.577,0.288,18
58,15,517,1107,0.516,0.258,122
58,16,519,1107,0.258,0.129,54
58,17,519,1107,0.000,0.000,89
58,18,519,1107,0.000,0.000,81
58,19,521,1105,0.365,0.182,65
58,20,523,1103,0.365,0.182,70
58,21,523,1103,0.000,0.000,178
58,22,528,1103,0.645,0.323,185
58,23,530,1103,0.258,0.129,83
58,24,530,1103,0.000,0.000,45
58,25,534,1103,0.516,0.258,49
58,26,536,1100,0.465,0.233,46
58,27,540,1100,0.516,0.258,38
58,28,542,1098,0.365,0.182,58
58,29,542,1096,0.258,0.129,41
58,30,542,1096,0.000,0.000,25
58,31,547,1096,0.645,0.323,55
58,32,540,1098,0.939,0.470,140
58,33,542,1094,0.577,0.288,70
58,34,545,1092,0.465,0.233,194
58,35,547,1092,0.258,0.129,123
58,36,547,1092,0.000,0.000,51
58,37,549,1090,0.365,0.182,97
58,38,549,1088,0.258,0.129,29
58,39,551,1085,0.465,0.233,81
58,40,553,1085,0.258,0.129,28
58,41,555,1081,0.577,0.288,25
58,42,560,1077,0.826,0.413,70
58,43,562,1077,0.258,0.129,127
58,44,564,1075,0.365,0.182,30
58,45,566,1068,0.939,0.470,88
58,46,568,1066,0.365,0.182,76
58,47,572,1056,1.389,0.695,26
58,48,568,1056,0.516,0.258,11
58,49,566,1056,0.258,0.129,77
58,50,566,1053,0.387,0.194,31
58,51,566,1053,0.000,0.000,97
58,52,566,1043,1.290,0.645,59
58,53,566,1041,0.258,0.129,113
58,54,566,1038,0.387,0.194,33
58,55,564,1032,0.816,0.408,112
58,56,557,1026,1.189,0.595,13
58,57,557,1021,0.645,0.323,81
58,58,557,1021,0.000,0.000,158
58,59,562,1019,0.695,0.347,100
58,60,564,1019,0.258,0.129,28
58,61,564,1009,1.290,0.645,29
58,62,564,1009,0.000,0.000,63
58,63,564,1000,1.161,0.581,37
58,64,564,1000,0.000,0.000,68
58,65,560,998,0.577,0.288,76
58,66,555,996,0.695,0.347,57
58,67,555,996,0.000,0.000,41
58,68,551,996,0.516,0.258,41
58,69,549,996,0.258,0.129,54
58,70,547,996,0.258,0.129,121
58,71,547,989,0.903,0.452,54
58,72,542,974,2.040,1.020,87
58,73,542,970,0.516,0.258,127
58,74,545,968,0.465,0.233,42
58,75,545,968,0.000,0.000,35
58,76,542,970,0.465,0.233,105
58,77,545,970,0.387,0.194,31
58,78,545,970,0.000,0.000,44
58,79,545,970,0.000,0.000,44
58,80,542,968,0.465,0.233,94
58,81,542,959,1.161,0.581,16
58,82,547,957,0.695,0.347,3
58,83,542,959,0.695,0.347,6
58,84,540,962,0.465,0.233,75
58,85,538,962,0.258,0.129,69
58,86,538,962,0.000,0.000,11
58,87,530,953,1.553,0.777,49
58,88,528,949,0.577,0.288,68
58,89,523,947,0.695,0.347,134
58,90,521,947,0.258,0.129,64
58,91,521,947,0.000,0.000,91
58,92,521,947,0.000,0.000,17
58,93,521,947,0.000,0.000,77
58,94,521,947,0.000,0.000,0
58,95,521,947,0.000,0.000,34
58,96,523,938,1.189,0.595,21
58,97,521,938,0.258,0.129,66
58,98,521,938,0.000,0.000,18
58,99,521,940,0.258,0.129,21
58,100,521,940,0.000,0.000,43
58,101,525,940,0.516,0.258,136
58,102,523,942,0.365,0.182,36
58,103,523,947,0.645,0.323,16
58,104,525,936,1.442,0.721,41
58,105,525,936,0.000,0.000,45
58,106,519,942,1.095,0.547,29
58,107,519,942,0.000,0.000,0
58,108,517,942,0.258,0.129,23
58,109,510,934,1.371,0.686,26
58,110,508,932,0.365,0.182,8
59,1,453,1098,-1.000,-1.000,24
59,2,453,1098,0.000,0.000,15
59,3,453,1105,0.903,0.452,25
59,4,453,1105,0.000,0.000,73
59,5,448,1105,0.645,0.323,62
59,6,448,1105,0.000,0.000,16
59,7,451,1100,0.752,0.376,65
59,8,455,1100,0.516,0.258,25
59,9,453,1098,0.365,0.182,28
59,10,451,1098,0.258,0.129,12
59,11,457,1094,0.930,0.465,5
59,12,461,1092,0.577,0.288,37
59,13,461,1092,0.000,0.000,76
59,14,463,1088,0.577,0.288,3
59,15,463,1083,0.645,0.323,68
59,16,463,1083,0.000,0.000,41
59,17,470,1081,0.939,0.470,65
59,18,474,1079,0.577,0.288,74
59,19,481,1079,0.903,0.452,59
59,20,491,1079,1.290,0.645,33
59,21,487,1081,0.577,0.288,66
59,22,489,1079,0.365,0.182,29
59,23,489,1075,0.516,0.258,130
59,24,489,1075,0.000,0.000,20
59,25,489,1075,0.000,0.000,49
59,26,489,1075,0.000,0.000,34
59,27,491,1066,1.189,0.595,75
59,28,493,1066,0.258,0.129,92
59,29,493,1066,0.000,0.000,128
59,30,493,1058,1.032,0.516,56
59,31,493,1053,0.645,0.323,81
59,32,500,1053,0.903,0.452,65
59,33,502,1053,0.258,0.129,81
59,34,506,1051,0.577,0.288,104
59,35,506,1047,0.516,0.258,82
59,36,506,1041,0.774,0.387,123
59,37,506,1041,0.000,0.000,48
59,38,508,1041,0.258,0.129,42
59,39,510,1041,0.258,0.129,69
59,40,513,1043,0.465,0.233,106
59,41,515,1043,0.258,0.129,54
59,42,521,1036,1.189,0.595,13
59,43,523,1036,0.258,0.129,62
59,44,523,1032,0.516,0.258,20
59,45,523,1032,0.000,0.000,69
59,46,530,1030,0.939,0.470,73
59,47,530,1030,0.000,0.000,22
59,48,530,1019,1.419,0.710,127
59,49,530,1017,0.258,0.129,60
59,50,530,1011,0.774,0.387,131
59,51,528,1002,1.189,0.595,57
59,52,528,1002,0.000,0.000,46
59,53,530,989,1.697,0.848,88
59,54,530,989,0.000,0.000,74
59,55,525,989,0.645,0.323,21
59,56,525,985,0.516,0.258,26
59,57,525,974,1.419,0.710,36
59,58,523,972,0.365,0.182,42
59,59,519,970,0.577,0.288,16
59,60,513,959,1.616,0.808,117
59,61,515,951,1.064,0.532,50
59,62,515,947,0.516,0.258,25
59,63,515,938,1.161,0.581,58
59,64,517,934,0.577,0.288,121
59,65,517,934,0.000,0.000,122
59,66,517,932,0.258,0.129,14
59,67,519,927,0.695,0.347,76
59,68,519,927,0.000,0.000,47
59,69,519,927,0.000,0.000,38
59,70,515,919,1.154,0.577,3
59,71,508,910,1.471,0.735,89
59,72,506,906,0.577,0.288,19
59,73,504,902,0.577,0.288,30
59,74,495,900,1.189,0.595,91
59,75,500,897,0.752,0.376,92
59,76,493,893,1.040,0.520,70
59,77,493,893,0.000,0.000,81
59,78,493,895,0.258,0.129,73
59,79,491,893,0.365,0.182,21
59,80,487,889,0.730,0.365,82
59,81,485,882,0.939,0.470,62
59,82,481,880,0.577,0.288,51
59,83,476,878,0.695,0.347,87
59,84,476,878,0.000,0.000,40
59,85,470,872,1.095,0.547,44
59,86,470,870,0.258,0.129,40
59,87,463,863,1.277,0.639,45
59,88,459,859,0.730,0.365,35
59,89,453,857,0.816,0.408,33
59,90,438,846,2.400,1.200,126
59,91,431,840,1.189,0.595,67
59,92,431,840,0.000,0.000,2
59,93,442,833,1.682,0.841,111
59,94,442,833,0.000,0.000,98
59,95,438,823,1.389,0.695,62
59,96,431,818,1.110,0.555,23
59,97,427,814,0.730,0.365,40
59,98,427,812,0.258,0.129,14
59,99,436,803,1.642,0.821,132
59,100,427,799,1.271,0.635,45
59,101,416,793,1.616,0.808,58
59,102,410,790,0.865,0.433,85
59,103,406,782,1.154,0.577,57
59,104,395,773,1.833,0.917,28
59,105,391,769,0.730,0.365,46
59,106,386,769,0.645,0.323,43
59,107,380,765,0.930,0.465,75
59,108,374,761,0.930,0.465,61
59,109,371,756,0.752,0.376,24
59,110,352,750,2.570,1.285,33
60,1,431,1068,-1.000,-1.000,11
60,2,431,1068,0.000,0.000,66
60,3,431,1068,0.000,0.000,19
60,4,423,1068,1.032,0.516,35
60,5,421,1068,0.258,0.129,57
60,6,419,1071,0.465,0.233,91
60,7,423,1071,0.516,0.258,43
60,8,423,1071,0.000,0.000,21
60,9,423,1071,0.000,0.000,62
60,10,427,1071,0.516,0.258,49
60,11,440,1066,1.797,0.898,37
60,12,448,1062,1.154,0.577,31
60,13,442,1066,0.930,0.465,12
60,14,440,1064,0.365,0.182,16
60,15,446,1056,1.290,0.645,34
60,16,440,1062,1.095,0.547,29
60,17,442,1062,0.258,0.129,31
60,18,448,1060,0.816,0.408,58
60,19,451,1058,0.465,0.233,20
60,20,459,1053,1.217,0.608,31
60,21,463,1053,0.516,0.258,61
60,22,463,1053,0.000,0.000,5
60,23,466,1053,0.387,0.194,47
60,24,468,1049,0.577,0.288,31
60,25,470,1045,0.577,0.288,25
60,26,470,1047,0.258,0.129,32
60,27,470,1047,0.000,0.000,0
60,28,476,1038,1.395,0.698,32
60,29,476,1043,0.645,0.323,18
60,30,478,1043,0.258,0.129,28
60,31,481,1041,0.465,0.233,41
60,32,483,1032,1.189,0.595,45
60,33,483,1045,1.677,0.839,101
60,34,483,1043,0.258,0.129,32
60,35,489,1034,1.395,0.698,5
60,36,489,1034,0.000,0.000,38
60,37,493,1030,0.730,0.365,43
60,38,495,1030,0.258,0.129,24
60,39,498,1030,0.387,0.194,42
60,40,495,1028,0.465,0.233,41
60,41,495,1024,0.516,0.258,1
60,42,502,1024,0.903,0.452,90
60,43,504,1024,0.258,0.129,95
60,44,506,1021,0.465,0.233,40
60,45,508,1021,0.258,0.129,32
60,46,506,1028,0.939,0.470,55
60,47,506,1024,0.516,0.258,11
60,48,508,1013,1.442,0.721,31
60,49,508,1011,0.258,0.129,90
60,50,510,1004,0.939,0.470,26
60,51,510,1002,0.258,0.129,3
60,52,510,996,0.774,0.387,54
60,53,515,987,1.328,0.664,28
60,54,517,987,0.258,0.129,70
60,55,517,985,0.258,0.129,100
60,56,517,979,0.774,0.387,55
60,57,517,959,2.580,1.290,113
60,58,515,959,0.258,0.129,126
60,59,510,944,2.040,1.020,2
60,60,510,944,0.000,0.000,99
60,61,510,934,1.290,0.645,55
60,62,510,927,0.903,0.452,70
60,63,513,923,0.645,0.323,31
60,64,513,919,0.516,0.258,29
60,65,513,919,0.000,0.000,52
60,66,510,917,0.465,0.233,90
60,67,510,908,1.161,0.581,19
60,68,510,906,0.258,0.129,9
60,69,510,906,0.000,0.000,20
60,70,510,902,0.516,0.258,21
60,71,506,902,0.516,0.258,3
60,72,504,897,0.695,0.347,2
60,73,502,893,0.577,0.288,51
60,74,500,885,1.064,0.532,1
60,75,500,885,0.000,0.000,0
60,76,498,882,0.465,0.233,11
60,77,498,880,0.258,0.129,2
60,78,493,870,1.442,0.721,54
60,79,493,865,0.645,0.323,50
60,80,489,872,1.040,0.520,60
60,81,487,872,0.258,0.129,110
60,82,485,872,0.258,0.129,79
60,83,476,867,1.328,0.664,63
60,84,472,867,0.516,0.258,85
60,85,466,867,0.774,0.387,107
60,86,457,861,1.395,0.698,1
60,87,455,848,1.697,0.848,127
60,88,451,846,0.577,0.288,54
60,89,444,840,1.189,0.595,79
60,90,440,835,0.826,0.413,40
60,91,438,829,0.816,0.408,31
60,92,436,827,0.365,0.182,1
60,93,429,818,1.471,0.735,1
60,94,423,812,1.095,0.547,0
60,95,423,810,0.258,0.129,40
60,96,423,805,0.645,0.323,20
60,97,427,803,0.577,0.288,15
60,98,431,801,0.577,0.288,20
60,99,425,793,1.290,0.645,61
60,100,421,790,0.645,0.323,59
60,101,421,786,0.516,0.258,37
60,102,421,782,0.516,0.258,63
60,103,421,776,0.774,0.387,26
60,104,416,771,0.912,0.456,31
60,105,410,767,0.930,0.465,44
60,106,406,758,1.271,0.635,9
60,107,406,756,0.258,0.129,124
60,108,410,752,0.730,0.365,36
60,109,401,748,1.271,0.635,2
60,110,399,748,0.258,0.129,21
61,1,376,1130,-1.000,-1.000,88
61,2,384,1130,1.032,0.516,28
61,3,374,1133,1.347,0.673,42
61,4,371,1130,0.547,0.274,40
61,5,371,1130,0.000,0.000,35
61,6,376,1133,0.752,0.376,18
61,7,376,1124,1.161,0.581,59
61,8,376,1124,0.000,0.000,45
61,9,382,1115,1.395,0.698,59
61,10,386,1113,0.577,0.288,93
61,11,386,1113,0.000,0.000,57
61,12,386,1120,0.903,0.452,102
61,13,386,1124,0.516,0.258,123
61,14,380,1122,0.816,0.408,26
61,15,380,1120,0.258,0.129,36
61,16,384,1115,0.826,0.413,141
61,17,384,1115,0.000,0.000,19
61,18,386,1115,0.258,0.129,71
61,19,389,1115,0.387,0.194,54
61,20,395,1113,0.816,0.408,88
61,21,399,1111,0.577,0.288,38
61,22,404,1111,0.645,0.323,83
61,23,408,1109,0.577,0.288,54
61,24,408,1107,0.258,0.129,21
61,25,408,1107,0.000,0.000,93
61,26,412,1105,0.577,0.288,22
61,27,412,1105,0.000,0.000,45
61,28,416,1100,0.826,0.413,53
61,29,416,1100,0.000,0.000,53
61,30,416,1100,0.000,0.000,43
61,31,416,1100,0.000,0.000,43
61,32,421,1098,0.695,0.347,96
61,33,421,1098,0.000,0.000,118
61,34,421,1096,0.258,0.129,83
61,35,421,1090,0.774,0.387,142
61,36,419,1090,0.258,0.129,73
61,37,419,1085,0.645,0.323,90
61,38,419,1081,0.516,0.258,40
61,39,421,1079,0.365,0.182,67
61,40,423,1077,0.365,0.182,66
61,41,425,1077,0.258,0.129,112
61,42,431,1073,0.930,0.465,66
61,43,433,1071,0.365,0.182,16
61,44,433,1058,1.677,0.839,46
61,45,433,1056,0.258,0.129,28
61,46,433,1053,0.387,0.194,46
61,47,433,1053,0.000,0.000,8
61,48,433,1047,0.774,0.387,21
61,49,431,1045,0.365,0.182,52
61,50,431,1038,0.903,0.452,56
61,51,425,1026,1.731,0.865,64
61,52,425,1026,0.000,0.000,43
61,53,425,1026,0.000,0.000,52
61,54,427,1024,0.365,0.182,84
61,55,429,1017,0.939,0.470,18
61,56,423,1019,0.816,0.408,83
61,57,419,1011,1.154,0.577,0
61,58,416,1000,1.471,0.735,35
61,59,412,996,0.730,0.365,7
61,60,414,985,1.442,0.721,31
61,61,410,983,0.577,0.288,13
61,62,408,983,0.258,0.129,23
61,63,401,970,1.905,0.952,113
61,64,397,959,1.510,0.755,36
61,65,397,955,0.516,0.258,93
61,66,395,951,0.577,0.288,38
61,67,397,938,1.697,0.848,87
61,68,397,936,0.258,0.129,57
61,69,397,936,0.000,0.000,42
61,70,393,936,0.516,0.258,40
61,71,386,929,1.277,0.639,108
61,72,386,923,0.774,0.387,23
61,73,380,921,0.816,0.408,15
61,74,378,914,0.939,0.470,61
61,75,378,912,0.258,0.129,90
61,76,378,910,0.258,0.129,216
61,77,378,908,0.258,0.129,49
61,78,369,902,1.395,0.698,90
61,79,363,891,1.616,0.808,111
61,80,352,885,1.616,0.808,66
61,81,339,882,1.721,0.861,28
61,82,337,880,0.365,0.182,19
61,83,335,874,0.816,0.408,87
61,84,335,872,0.258,0.129,62
61,85,335,870,0.258,0.129,28
61,86,335,870,0.000,0.000,23
61,87,329,870,0.774,0.387,79
61,88,329,870,0.000,0.000,12
61,89,324,870,0.645,0.323,22
61,90,318,865,1.008,0.504,110
61,91,309,857,1.553,0.777,52
61,92,307,857,0.258,0.129,83
61,93,295,855,1.569,0.785,8
61,94,292,850,0.752,0.376,30
61,95,292,844,0.774,0.387,69
61,96,292,844,0.000,0.000,88
61,97,284,840,1.154,0.577,154
61,98,267,827,2.761,1.380,15
61,99,258,825,1.189,0.595,24
61,100,258,825,0.000,0.000,30
61,101,256,823,0.365,0.182,50
61,102,247,818,1.328,0.664,7
61,103,241,818,0.774,0.387,0
61,104,235,810,1.290,0.645,54
61,105,224,808,1.442,0.721,34
61,106,218,801,1.189,0.595,59
61,107,200,795,2.448,1.224,27
61,108,200,795,0.000,0.000,40
61,109,200,788,0.903,0.452,69
61,110,190,784,1.389,0.695,97
62,1,431,912,-1.000,-1.000,79
62,2,431,912,0.000,0.000,43
62,3,425,923,1.616,0.808,107
62,4,423,923,0.258,0.129,30
62,5,423,923,0.000,0.000,91
62,6,423,925,0.258,0.129,40
62,7,423,925,0.000,0.000,31
62,8,423,925,0.000,0.000,37
62,9,423,925,0.000,0.000,2
62,10,425,925,0.258,0.129,33
62,11,429,925,0.516,0.258,20
62,12,436,927,0.939,0.470,39
62,13,438,927,0.258,0.129,8
62,14,440,932,0.695,0.347,27
62,15,440,932,0.000,0.000,36
62,16,444,932,0.516,0.258,44
62,17,448,932,0.516,0.258,51
62,18,451,934,0.465,0.233,55
62,19,455,936,0.577,0.288,36
62,20,459,936,0.516,0.258,63
62,21,463,936,0.516,0.258,0
62,22,466,934,0.465,0.233,62
62,23,466,932,0.258,0.129,45
62,24,461,929,0.752,0.376,0
62,25,463,927,0.365,0.182,39
62,26,472,932,1.328,0.664,28
62,27,470,934,0.365,0.182,1
62,28,470,929,0.645,0.323,18
62,29,472,932,0.465,0.233,5
62,30,478,932,0.774,0.387,11
62,31,472,929,0.865,0.433,4
62,32,472,929,0.000,0.000,44
62,33,472,929,0.000,0.000,15
62,34,474,927,0.365,0.182,3
62,35,478,927,0.516,0.258,40
62,36,478,925,0.258,0.129,76
62,37,478,925,0.000,0.000,20
62,38,481,925,0.387,0.194,32
62,39,483,927,0.365,0.182,12
62,40,485,927,0.258,0.129,1
62,41,485,927,0.000,0.000,1
62,42,487,927,0.258,0.129,15
62,43,489,927,0.258,0.129,2
62,44,493,925,0.577,0.288,2
62,45,498,919,1.008,0.504,28
62,46,498,919,0.000,0.000,2
62,47,485,917,1.697,0.848,29
62,48,481,912,0.826,0.413,44
62,49,476,906,1.008,0.504,45
62,50,474,902,0.577,0.288,120
62,51,474,893,1.161,0.581,22
62,52,476,885,1.064,0.532,57
62,53,476,882,0.387,0.194,11
62,54,472,874,1.154,0.577,9
62,55,472,874,0.000,0.000,3
62,56,472,874,0.000,0.000,12
62,57,472,867,0.903,0.452,31
62,58,472,863,0.516,0.258,98
62,59,472,859,0.516,0.258,1
62,60,472,855,0.516,0.258,33
62,61,472,850,0.645,0.323,93
62,62,468,844,0.930,0.465,26
62,63,468,838,0.774,0.387,7
62,64,468,833,0.645,0.323,0
62,65,466,823,1.316,0.658,19
62,66,466,810,1.677,0.839,2
62,67,466,803,0.903,0.452,0
62,68,459,820,2.372,1.186,18
62,69,459,820,0.000,0.000,25
62,70,459,816,0.516,0.258,1
62,71,459,810,0.774,0.387,9
62,72,459,810,0.000,0.000,29
62,73,453,812,0.816,0.408,10
62,74,453,810,0.258,0.129,0
62,75,453,803,0.903,0.452,2
62,76,453,801,0.258,0.129,19
62,77,453,799,0.258,0.129,7
62,78,451,790,1.189,0.595,22
62,79,446,786,0.826,0.413,0
62,80,438,786,1.032,0.516,38
62,81,438,786,0.000,0.000,1
62,82,438,786,0.000,0.000,19
62,83,436,784,0.365,0.182,0
62,84,433,784,0.387,0.194,1
62,85,431,782,0.365,0.182,0
62,86,427,778,0.730,0.365,4
62,87,421,773,1.008,0.504,0
62,88,404,765,2.424,1.212,2
62,89,404,776,1.419,0.710,1
62,90,401,776,0.387,0.194,1
62,91,393,769,1.371,0.686,0
62,92,384,767,1.189,0.595,0
62,93,378,765,0.816,0.408,1
62,94,374,761,0.730,0.365,4
62,95,359,750,2.400,1.200,2
62,96,348,743,1.682,0.841,44
62,97,348,741,0.258,0.129,2
62,98,337,735,1.616,0.808,10
62,99,335,728,0.939,0.470,2
62,100,327,728,1.032,0.516,47
62,101,318,726,1.189,0.595,0
62,102,314,724,0.577,0.288,0
62,103,309,720,0.826,0.413,1
62,104,299,718,1.316,0.658,1
62,105,290,716,1.189,0.595,0
62,106,282,716,1.032,0.516,48
62,107,275,711,1.110,0.555,29
62,108,271,707,0.730,0.365,1
62,109,265,703,0.930,0.465,27
62,110,260,699,0.826,0.413,12
63,1,485,994,-1.000,-1.000,14
63,2,485,994,0.000,0.000,36
63,3,474,1000,1.616,0.808,74
63,4,472,1000,0.258,0.129,37
63,5,466,1002,0.816,0.408,24
63,6,468,1002,0.258,0.129,60
63,7,472,1002,0.516,0.258,36
63,8,476,1006,0.730,0.365,125
63,9,478,1006,0.258,0.129,38
63,10,481,1006,0.387,0.194,67
63,11,485,1006,0.516,0.258,35
63,12,485,1006,0.000,0.000,107
63,13,485,1000,0.774,0.387,46
63,14,487,1004,0.577,0.288,87
