Track n°,Slice n°,X,Y,Distance,Velocity,Pixel Value
1,1,718,504,-1.000,-1.000,21
1,2,722,504,0.516,0.258,0
1,3,722,504,0.000,0.000,0
1,4,722,504,0.000,0.000,2
1,5,716,502,0.816,0.408,1
1,6,716,502,0.000,0.000,2
1,7,711,515,1.797,0.898,16
1,8,711,515,0.000,0.000,10
1,9,711,515,0.000,0.000,6
1,10,711,515,0.000,0.000,19
1,11,714,528,1.721,0.861,1
1,12,714,528,0.000,0.000,38
1,13,714,528,0.000,0.000,18
1,14,716,534,0.816,0.408,1
1,15,716,534,0.000,0.000,17
1,16,718,536,0.365,0.182,4
1,17,722,540,0.730,0.365,1
1,18,724,542,0.365,0.182,0
1,19,724,542,0.000,0.000,17
1,20,724,545,0.387,0.194,25
1,21,731,564,2.612,1.306,30
1,22,731,566,0.258,0.129,19
1,23,731,566,0.000,0.000,0
1,24,731,566,0.000,0.000,9
1,25,731,566,0.000,0.000,22
1,26,731,568,0.258,0.129,10
1,27,733,568,0.258,0.129,15
1,28,733,568,0.000,0.000,55
1,29,731,572,0.577,0.288,23
1,30,731,575,0.387,0.194,31
1,31,731,575,0.000,0.000,56
1,32,726,577,0.695,0.347,2
1,33,726,577,0.000,0.000,4
1,34,726,579,0.258,0.129,28
1,35,726,581,0.258,0.129,0
1,36,726,581,0.000,0.000,22
1,37,726,583,0.258,0.129,56
1,38,726,585,0.258,0.129,33
1,39,733,596,1.682,0.841,3
1,40,733,598,0.258,0.129,1
1,41,733,598,0.000,0.000,2
1,42,733,598,0.000,0.000,2
1,43,728,592,1.008,0.504,2
1,44,726,590,0.365,0.182,1
1,45,726,585,0.645,0.323,42
1,46,726,585,0.000,0.000,0
1,47,720,594,1.395,0.698,0
1,48,720,594,0.000,0.000,8
1,49,718,594,0.258,0.129,0
1,50,714,594,0.516,0.258,1
1,51,714,594,0.000,0.000,39
1,52,703,590,1.510,0.755,14
1,53,681,590,2.838,1.419,14
1,54,677,590,0.516,0.258,1
1,55,677,590,0.000,0.000,2
1,56,677,590,0.000,0.000,1
1,57,677,590,0.000,0.000,33
1,58,677,590,0.000,0.000,13
1,59,673,590,0.516,0.258,70
1,60,669,587,0.645,0.323,6
1,61,662,587,0.903,0.452,27
1,62,662,585,0.258,0.129,2
1,63,660,583,0.365,0.182,2
1,64,660,583,0.000,0.000,9
1,65,669,596,2.040,1.020,24
1,66,662,590,1.189,0.595,76
1,67,660,587,0.465,0.233,33
1,68,660,587,0.000,0.000,69
1,69,660,587,0.000,0.000,32
1,70,660,587,0.000,0.000,94
1,71,656,587,0.516,0.258,39
1,72,652,585,0.577,0.288,89
1,73,652,585,0.000,0.000,12
1,74,647,583,0.695,0.347,52
1,75,643,581,0.577,0.288,115
1,76,641,581,0.258,0.129,0
1,77,639,581,0.258,0.129,4
1,78,634,581,0.645,0.323,15
1,79,626,579,1.064,0.532,28
1,80,626,577,0.258,0.129,0
1,81,622,568,1.271,0.635,10
1,82,624,564,0.577,0.288,4
1,83,624,564,0.000,0.000,0
1,84,624,560,0.516,0.258,13
1,85,622,557,0.465,0.233,0
1,86,619,553,0.645,0.323,0
1,87,615,542,1.510,0.755,22
1,88,613,540,0.365,0.182,1
1,89,613,540,0.000,0.000,22
1,90,613,540,0.000,0.000,65
1,91,613,534,0.774,0.387,24
1,92,613,525,1.161,0.581,88
1,93,607,523,0.816,0.408,37
1,94,602,517,1.008,0.504,38
1,95,600,515,0.365,0.182,33
1,96,598,508,0.939,0.470,8
1,97,598,508,0.000,0.000,32
1,98,598,508,0.000,0.000,16
1,99,598,504,0.516,0.258,9
1,100,596,498,0.816,0.408,41
1,101,581,498,1.935,0.968,23
1,102,581,498,0.000,0.000,8
1,103,579,487,1.442,0.721,5
1,104,577,487,0.258,0.129,9
1,105,564,483,1.755,0.877,25
1,106,564,481,0.258,0.129,12
1,107,562,476,0.695,0.347,0
1,108,551,474,1.442,0.721,1
1,109,551,474,0.000,0.000,8
1,110,547,463,1.510,0.755,19
2,1,767,489,-1.000,-1.000,1
2,2,767,489,0.000,0.000,6
2,3,767,489,0.000,0.000,15
2,4,767,489,0.000,0.000,3
2,5,765,489,0.258,0.129,26
2,6,761,498,1.271,0.635,1
2,7,761,500,0.258,0.129,67
2,8,756,504,0.826,0.413,17
2,9,756,506,0.258,0.129,51
2,10,758,506,0.258,0.129,8
2,11,758,506,0.000,0.000,75
2,12,763,506,0.645,0.323,1
2,13,763,508,0.258,0.129,18
2,14,763,508,0.000,0.000,6
2,15,763,510,0.258,0.129,39
2,16,765,519,1.189,0.595,39
2,17,767,525,0.816,0.408,0
2,18,767,525,0.000,0.000,8
2,19,765,528,0.465,0.233,50
2,20,765,528,0.000,0.000,17
2,21,765,528,0.000,0.000,29
2,22,765,534,0.774,0.387,18
2,23,765,536,0.258,0.129,16
2,24,765,536,0.000,0.000,69
2,25,765,536,0.000,0.000,26
2,26,765,542,0.774,0.387,74
2,27,763,545,0.465,0.233,9
2,28,763,547,0.258,0.129,47
2,29,761,549,0.365,0.182,31
2,30,761,549,0.000,0.000,63
2,31,761,553,0.516,0.258,73
2,32,761,553,0.000,0.000,67
2,33,761,553,0.000,0.000,56
2,34,758,555,0.465,0.233,6
2,35,756,560,0.695,0.347,45
2,36,756,560,0.000,0.000,9
2,37,754,566,0.816,0.408,7
2,38,754,566,0.000,0.000,6
2,39,754,566,0.000,0.000,56
2,40,754,570,0.516,0.258,83
2,41,754,572,0.258,0.129,68
2,42,754,579,0.903,0.452,49
2,43,754,579,0.000,0.000,62
2,44,750,577,0.577,0.288,77
2,45,746,577,0.516,0.258,56
2,46,746,577,0.000,0.000,45
2,47,746,577,0.000,0.000,30
2,48,746,577,0.000,0.000,36
2,49,735,583,1.616,0.808,18
2,50,731,585,0.577,0.288,1
2,51,731,585,0.000,0.000,1
2,52,724,587,0.939,0.470,30
2,53,720,577,1.389,0.695,1
2,54,718,570,0.939,0.470,29
2,55,718,568,0.258,0.129,55
2,56,711,566,0.939,0.470,34
2,57,705,566,0.774,0.387,46
2,58,703,568,0.365,0.182,1
2,59,701,568,0.258,0.129,10
2,60,692,566,1.189,0.595,35
2,61,688,564,0.577,0.288,8
2,62,679,564,1.161,0.581,94
2,63,677,564,0.258,0.129,39
2,64,677,564,0.000,0.000,64
2,65,677,564,0.000,0.000,3
2,66,677,564,0.000,0.000,69
2,67,673,564,0.516,0.258,2
2,68,669,564,0.516,0.258,0
2,69,666,560,0.645,0.323,1
2,70,666,557,0.387,0.194,39
2,71,664,557,0.258,0.129,56
2,72,664,557,0.000,0.000,41
2,73,664,557,0.000,0.000,11
2,74,662,560,0.465,0.233,21
2,75,660,560,0.258,0.129,67
2,76,654,555,1.008,0.504,61
2,77,649,551,0.826,0.413,18
2,78,649,549,0.258,0.129,12
2,79,647,547,0.365,0.182,31
2,80,647,545,0.258,0.129,34
2,81,647,540,0.645,0.323,47
2,82,647,538,0.258,0.129,29
2,83,647,536,0.258,0.129,53
2,84,647,534,0.258,0.129,101
2,85,647,530,0.516,0.258,51
2,86,647,528,0.258,0.129,40
2,87,645,523,0.695,0.347,7
2,88,643,519,0.577,0.288,8
2,89,637,515,0.930,0.465,37
2,90,634,515,0.387,0.194,75
2,91,634,515,0.000,0.000,52
2,92,624,515,1.290,0.645,36
2,93,619,513,0.695,0.347,4
2,94,619,513,0.000,0.000,17
2,95,617,502,1.442,0.721,34
2,96,615,498,0.577,0.288,14
2,97,615,498,0.000,0.000,27
2,98,615,498,0.000,0.000,1
2,99,615,498,0.000,0.000,2
2,100,609,498,0.774,0.387,11
2,101,604,495,0.752,0.376,30
2,102,598,491,0.930,0.465,16
2,103,592,485,1.095,0.547,37
2,104,587,481,0.826,0.413,33
2,105,587,478,0.387,0.194,0
2,106,585,478,0.258,0.129,0
2,107,579,478,0.774,0.387,1
2,108,579,478,0.000,0.000,18
2,109,579,478,0.000,0.000,13
2,110,572,478,0.903,0.452,36
3,1,692,476,-1.000,-1.000,8
3,2,688,476,0.516,0.258,26
3,3,684,476,0.516,0.258,66
3,4,679,476,0.645,0.323,26
3,5,679,476,0.000,0.000,3
3,6,679,476,0.000,0.000,1
3,7,679,476,0.000,0.000,25
3,8,679,478,0.258,0.129,1
3,9,679,481,0.387,0.194,43
3,10,679,485,0.516,0.258,13
3,11,675,489,0.730,0.365,10
3,12,675,489,0.000,0.000,1
3,13,675,489,0.000,0.000,0
3,14,675,489,0.000,0.000,1
3,15,675,489,0.000,0.000,29
3,16,675,493,0.516,0.258,4
3,17,673,500,0.939,0.470,1
3,18,673,500,0.000,0.000,0
3,19,673,502,0.258,0.129,1
3,20,673,504,0.258,0.129,2
3,21,673,508,0.516,0.258,7
3,22,673,508,0.000,0.000,12
3,23,673,508,0.000,0.000,1
3,24,673,508,0.000,0.000,18
3,25,673,508,0.000,0.000,2
3,26,673,508,0.000,0.000,1
3,27,673,517,1.161,0.581,2
3,28,673,517,0.000,0.000,2
3,29,673,517,0.000,0.000,8
3,30,673,517,0.000,0.000,2
3,31,673,523,0.774,0.387,0
3,32,673,523,0.000,0.000,7
3,33,673,523,0.000,0.000,6
3,34,677,532,1.271,0.635,7
3,35,677,540,1.032,0.516,1
3,36,675,528,1.569,0.785,1
3,37,675,528,0.000,0.000,6
3,38,673,532,0.577,0.288,44
3,39,673,538,0.774,0.387,10
3,40,673,538,0.000,0.000,2
3,41,673,540,0.258,0.129,24
3,42,673,540,0.000,0.000,1
3,43,673,540,0.000,0.000,2
3,44,673,540,0.000,0.000,2
3,45,673,545,0.645,0.323,1
3,46,673,545,0.000,0.000,2
3,47,673,545,0.000,0.000,1
3,48,673,545,0.000,0.000,16
3,49,673,545,0.000,0.000,1
3,50,673,547,0.258,0.129,14
3,51,673,547,0.000,0.000,22
3,52,664,549,1.189,0.595,1
3,53,664,549,0.000,0.000,1
3,54,656,547,1.064,0.532,1
3,55,641,542,2.040,1.020,16
3,56,641,542,0.000,0.000,31
3,57,641,542,0.000,0.000,1
3,58,639,542,0.258,0.129,12
3,59,634,547,0.912,0.456,7
3,60,632,549,0.365,0.182,16
3,61,632,549,0.000,0.000,2
3,62,630,549,0.258,0.129,64
3,63,626,547,0.577,0.288,38
3,64,619,547,0.903,0.452,9
3,65,617,547,0.258,0.129,1
3,66,615,542,0.695,0.347,1
3,67,611,540,0.577,0.288,2
3,68,611,538,0.258,0.129,18
3,69,611,538,0.000,0.000,1
3,70,611,538,0.000,0.000,14
3,71,611,538,0.000,0.000,38
3,72,611,538,0.000,0.000,1
3,73,609,538,0.258,0.129,2
3,74,604,540,0.695,0.347,2
3,75,604,540,0.000,0.000,8
3,76,602,540,0.258,0.129,3
3,77,602,540,0.000,0.000,5
3,78,600,534,0.816,0.408,2
3,79,600,534,0.000,0.000,1
3,80,598,530,0.577,0.288,17
3,81,598,528,0.258,0.129,1
3,82,596,523,0.695,0.347,0
3,83,596,521,0.258,0.129,2
3,84,596,517,0.516,0.258,0
3,85,596,513,0.516,0.258,9
3,86,596,513,0.000,0.000,1
3,87,596,498,1.935,0.968,1
3,88,596,498,0.000,0.000,0
3,89,594,498,0.258,0.129,5
3,90,590,498,0.516,0.258,4
3,91,592,498,0.258,0.129,0
3,92,592,498,0.000,0.000,24
3,93,592,498,0.000,0.000,38
3,94,587,493,0.912,0.456,25
3,95,587,487,0.774,0.387,1
3,96,587,483,0.516,0.258,33
3,97,587,478,0.645,0.323,0
3,98,585,478,0.258,0.129,15
3,99,585,474,0.516,0.258,18
3,100,579,474,0.774,0.387,9
3,101,575,474,0.516,0.258,83
3,102,572,472,0.465,0.233,53
3,103,568,466,0.930,0.465,161
3,104,562,461,1.008,0.504,100
3,105,555,457,1.040,0.520,14
3,106,551,455,0.577,0.288,9
3,107,551,446,1.161,0.581,8
3,108,540,442,1.510,0.755,37
3,109,534,436,1.095,0.547,65
3,110,525,431,1.328,0.664,27
4,1,823,598,-1.000,-1.000,2
4,2,823,598,0.000,0.000,1
4,3,820,600,0.465,0.233,0
4,4,812,602,1.064,0.532,16
4,5,797,604,1.952,0.976,4
4,6,797,604,0.000,0.000,22
4,7,799,604,0.258,0.129,2
4,8,799,611,0.903,0.452,1
4,9,799,613,0.258,0.129,0
4,10,797,613,0.258,0.129,1
4,11,797,615,0.258,0.129,36
4,12,797,615,0.000,0.000,1
4,13,797,619,0.516,0.258,46
4,14,797,622,0.387,0.194,16
4,15,797,622,0.000,0.000,2
4,16,803,626,0.930,0.465,11
4,17,803,626,0.000,0.000,24
4,18,803,630,0.516,0.258,28
4,19,803,632,0.258,0.129,22
4,20,803,632,0.000,0.000,0
4,21,803,632,0.000,0.000,5
4,22,803,637,0.645,0.323,4
4,23,805,641,0.577,0.288,3
4,24,805,641,0.000,0.000,8
4,25,805,641,0.000,0.000,1
4,26,812,641,0.903,0.452,21
4,27,816,641,0.516,0.258,23
4,28,816,643,0.258,0.129,4
4,29,814,649,0.816,0.408,18
4,30,812,649,0.258,0.129,18
4,31,812,658,1.161,0.581,26
4,32,812,660,0.258,0.129,107
4,33,812,660,0.000,0.000,21
4,34,812,666,0.774,0.387,57
4,35,812,666,0.000,0.000,4
4,36,814,675,1.189,0.595,56
4,37,818,677,0.577,0.288,23
4,38,818,677,0.000,0.000,33
4,39,818,679,0.258,0.129,0
4,40,818,684,0.645,0.323,39
4,41,818,688,0.516,0.258,1
4,42,818,688,0.000,0.000,16
4,43,818,688,0.000,0.000,17
4,44,818,688,0.000,0.000,18
4,45,812,692,0.930,0.465,2
4,46,812,692,0.000,0.000,82
4,47,814,694,0.365,0.182,35
4,48,814,699,0.645,0.323,66
4,49,816,703,0.577,0.288,38
4,50,816,703,0.000,0.000,29
4,51,816,703,0.000,0.000,84
4,52,816,709,0.774,0.387,54
4,53,816,716,0.903,0.452,1
4,54,816,716,0.000,0.000,10
4,55,816,716,0.000,0.000,18
4,56,808,718,1.064,0.532,18
4,57,803,724,1.008,0.504,42
4,58,803,728,0.516,0.258,39
4,59,803,731,0.387,0.194,6
4,60,801,733,0.365,0.182,18
4,61,801,733,0.000,0.000,25
4,62,801,735,0.258,0.129,2
4,63,801,741,0.774,0.387,10
4,64,801,750,1.161,0.581,31
4,65,801,752,0.258,0.129,57
4,66,801,752,0.000,0.000,60
4,67,801,754,0.258,0.129,27
4,68,801,756,0.258,0.129,19
4,69,801,761,0.645,0.323,92
4,70,801,763,0.258,0.129,9
4,71,801,769,0.774,0.387,3
4,72,799,773,0.577,0.288,90
4,73,799,773,0.000,0.000,22
4,74,799,778,0.645,0.323,6
4,75,799,786,1.032,0.516,16
4,76,799,786,0.000,0.000,0
4,77,795,782,0.730,0.365,13
4,78,795,788,0.774,0.387,68
4,79,795,795,0.903,0.452,7
4,80,795,799,0.516,0.258,27
4,81,795,801,0.258,0.129,23
4,82,795,803,0.258,0.129,15
4,83,793,810,0.939,0.470,20
4,84,793,812,0.258,0.129,2
4,85,793,816,0.516,0.258,6
4,86,793,816,0.000,0.000,39
4,87,793,827,1.419,0.710,1
4,88,793,829,0.258,0.129,0
4,89,793,831,0.258,0.129,12
4,90,793,833,0.258,0.129,17
4,91,782,842,1.833,0.917,0
4,92,786,852,1.389,0.695,2
4,93,788,855,0.465,0.233,2
4,94,790,857,0.365,0.182,3
4,95,776,855,1.824,0.912,0
4,96,776,855,0.000,0.000,1
4,97,773,857,0.465,0.233,1
4,98,771,861,0.577,0.288,0
4,99,769,859,0.365,0.182,39
4,100,754,870,2.400,1.200,2
4,101,750,874,0.730,0.365,1
4,102,748,872,0.365,0.182,8
4,103,746,872,0.258,0.129,0
4,104,741,874,0.695,0.347,35
4,105,737,880,0.930,0.465,4
4,106,733,880,0.516,0.258,10
4,107,722,880,1.419,0.710,44
4,108,714,882,1.064,0.532,1
4,109,701,887,1.797,0.898,0
4,110,696,889,0.695,0.347,44
5,1,863,634,-1.000,-1.000,28
5,2,863,634,0.000,0.000,72
5,3,859,641,1.040,0.520,85
5,4,859,641,0.000,0.000,71
5,5,857,641,0.258,0.129,137
5,6,850,641,0.903,0.452,121
5,7,848,641,0.258,0.129,105
5,8,848,643,0.258,0.129,35
5,9,848,643,0.000,0.000,83
5,10,848,647,0.516,0.258,7
5,11,848,649,0.258,0.129,119
5,12,848,649,0.000,0.000,41
5,13,848,649,0.000,0.000,25
5,14,848,649,0.000,0.000,38
5,15,848,649,0.000,0.000,26
5,16,850,652,0.465,0.233,72
5,17,852,654,0.365,0.182,83
5,18,852,656,0.258,0.129,29
5,19,852,656,0.000,0.000,19
5,20,852,658,0.258,0.129,23
5,21,857,660,0.695,0.347,15
5,22,859,660,0.258,0.129,51
5,23,859,660,0.000,0.000,69
5,24,859,664,0.516,0.258,46
5,25,859,669,0.645,0.323,76
5,26,859,669,0.000,0.000,22
5,27,859,669,0.000,0.000,68
5,28,859,673,0.516,0.258,74
5,29,861,677,0.577,0.288,58
5,30,861,679,0.258,0.129,58
5,31,861,679,0.000,0.000,32
5,32,861,679,0.000,0.000,48
5,33,861,681,0.258,0.129,35
5,34,863,690,1.189,0.595,65
5,35,863,690,0.000,0.000,24
5,36,863,690,0.000,0.000,129
5,37,863,690,0.000,0.000,53
5,38,863,694,0.516,0.258,94
5,39,863,694,0.000,0.000,60
5,40,863,694,0.000,0.000,16
5,41,863,701,0.903,0.452,107
5,42,863,703,0.258,0.129,121
5,43,863,705,0.258,0.129,53
5,44,863,705,0.000,0.000,84
5,45,861,711,0.816,0.408,62
5,46,861,718,0.903,0.452,109
5,47,859,726,1.064,0.532,47
5,48,855,726,0.516,0.258,57
5,49,855,726,0.000,0.000,5
5,50,855,728,0.258,0.129,20
5,51,855,731,0.387,0.194,0
5,52,855,731,0.000,0.000,76
5,53,855,733,0.258,0.129,50
5,54,855,737,0.516,0.258,21
5,55,855,741,0.516,0.258,37
5,56,855,741,0.000,0.000,18
5,57,855,748,0.903,0.452,61
5,58,855,765,2.193,1.097,36
5,59,855,767,0.258,0.129,62
5,60,855,767,0.000,0.000,51
5,61,855,769,0.258,0.129,21
5,62,855,773,0.516,0.258,5
5,63,857,778,0.695,0.347,27
5,64,861,780,0.577,0.288,64
5,65,861,780,0.000,0.000,148
5,66,861,788,1.032,0.516,37
5,67,863,797,1.189,0.595,77
5,68,863,797,0.000,0.000,20
5,69,865,797,0.258,0.129,76
5,70,865,805,1.032,0.516,63
5,71,872,812,1.277,0.639,35
5,72,872,814,0.258,0.129,61
5,73,872,816,0.258,0.129,62
5,74,874,823,0.939,0.470,131
5,75,878,827,0.730,0.365,77
5,76,880,831,0.577,0.288,39
5,77,880,833,0.258,0.129,61
5,78,880,844,1.419,0.710,26
5,79,882,850,0.816,0.408,36
5,80,882,850,0.000,0.000,43
5,81,887,857,1.110,0.555,29
5,82,889,863,0.816,0.408,1
5,83,889,867,0.516,0.258,0
5,84,891,874,0.939,0.470,10
5,85,893,876,0.365,0.182,22
5,86,895,887,1.442,0.721,62
5,87,895,893,0.774,0.387,113
5,88,895,900,0.903,0.452,26
5,89,891,904,0.730,0.365,35
5,90,891,910,0.774,0.387,47
5,91,891,914,0.516,0.258,27
5,92,891,921,0.903,0.452,14
5,93,891,927,0.774,0.387,6
5,94,891,938,1.419,0.710,49
5,95,891,942,0.516,0.258,0
5,96,893,949,0.939,0.470,4
5,97,893,953,0.516,0.258,77
5,98,895,957,0.577,0.288,54
5,99,895,964,0.903,0.452,55
5,100,893,972,1.064,0.532,53
5,101,891,979,0.939,0.470,30
5,102,891,983,0.516,0.258,65
5,103,893,994,1.442,0.721,5
5,104,893,991,0.387,0.194,83
5,105,893,991,0.000,0.000,32
5,106,893,994,0.387,0.194,56
5,107,891,994,0.258,0.129,56
5,108,891,996,0.258,0.129,52
5,109,893,1002,0.816,0.408,71
5,110,893,1004,0.258,0.129,79
6,1,929,622,-1.000,-1.000,4
6,2,929,622,0.000,0.000,1
6,3,929,622,0.000,0.000,2
6,4,914,626,2.003,1.001,10
6,5,910,626,0.516,0.258,15
6,6,900,628,1.316,0.658,64
6,7,897,634,0.865,0.433,76
6,8,897,634,0.000,0.000,30
6,9,897,634,0.000,0.000,15
6,10,897,637,0.387,0.194,12
6,11,897,641,0.516,0.258,0
6,12,897,641,0.000,0.000,9
6,13,897,641,0.000,0.000,37
6,14,897,641,0.000,0.000,70
6,15,902,641,0.645,0.323,13
6,16,902,641,0.000,0.000,42
6,17,902,641,0.000,0.000,39
6,18,902,641,0.000,0.000,10
6,19,904,641,0.258,0.129,26
6,20,904,641,0.000,0.000,50
6,21,904,641,0.000,0.000,34
6,22,904,641,0.000,0.000,29
6,23,904,649,1.032,0.516,37
6,24,904,652,0.387,0.194,74
6,25,904,652,0.000,0.000,24
6,26,904,652,0.000,0.000,3
6,27,904,652,0.000,0.000,106
6,28,904,658,0.774,0.387,8
6,29,904,660,0.258,0.129,95
6,30,904,660,0.000,0.000,28
6,31,906,660,0.258,0.129,66
6,32,910,666,0.930,0.465,89
6,33,910,666,0.000,0.000,44
6,34,910,666,0.000,0.000,29
6,35,910,666,0.000,0.000,41
6,36,910,671,0.645,0.323,74
6,37,910,671,0.000,0.000,66
6,38,906,675,0.730,0.365,27
6,39,906,677,0.258,0.129,53
6,40,906,677,0.000,0.000,60
6,41,906,677,0.000,0.000,98
6,42,906,677,0.000,0.000,4
6,43,906,677,0.000,0.000,7
6,44,906,679,0.258,0.129,63
6,45,904,684,0.695,0.347,0
6,46,904,684,0.000,0.000,73
6,47,900,686,0.577,0.288,25
6,48,900,686,0.000,0.000,11
6,49,900,686,0.000,0.000,25
6,50,900,686,0.000,0.000,15
6,51,897,686,0.387,0.194,1
6,52,893,692,0.930,0.465,1
6,53,891,699,0.939,0.470,11
6,54,891,699,0.000,0.000,27
6,55,889,699,0.258,0.129,0
6,56,882,701,0.939,0.470,89
6,57,882,703,0.258,0.129,33
6,58,882,707,0.516,0.258,1
6,59,880,711,0.577,0.288,23
6,60,880,711,0.000,0.000,0
6,61,872,716,1.217,0.608,20
6,62,863,722,1.395,0.698,75
6,63,863,722,0.000,0.000,37
6,64,863,722,0.000,0.000,22
6,65,863,731,1.161,0.581,56
6,66,863,737,0.774,0.387,37
6,67,863,741,0.516,0.258,20
6,68,863,741,0.000,0.000,1
6,69,850,750,2.040,1.020,61
6,70,850,750,0.000,0.000,6
6,71,846,754,0.730,0.365,68
6,72,840,756,0.816,0.408,95
6,73,833,758,0.939,0.470,11
6,74,833,758,0.000,0.000,45
6,75,833,763,0.645,0.323,56
6,76,833,763,0.000,0.000,10
6,77,833,765,0.258,0.129,41
6,78,833,776,1.419,0.710,3
6,79,833,780,0.516,0.258,18
6,80,833,780,0.000,0.000,3
6,81,833,784,0.516,0.258,50
6,82,833,784,0.000,0.000,59
6,83,833,784,0.000,0.000,1
6,84,833,784,0.000,0.000,0
6,85,831,790,0.816,0.408,0
6,86,827,799,1.271,0.635,8
6,87,825,799,0.258,0.129,9
6,88,825,799,0.000,0.000,21
6,89,820,812,1.797,0.898,3
6,90,818,814,0.365,0.182,26
6,91,818,816,0.258,0.129,13
6,92,816,818,0.365,0.182,0
6,93,812,827,1.271,0.635,101
6,94,808,829,0.577,0.288,3
6,95,808,833,0.516,0.258,1
6,96,808,835,0.258,0.129,13
6,97,795,842,1.905,0.952,2
6,98,782,850,1.969,0.985,16
6,99,773,863,2.040,1.020,28
6,100,769,870,1.040,0.520,1
6,101,769,874,0.516,0.258,40
6,102,765,878,0.730,0.365,33
6,103,758,876,0.939,0.470,32
6,104,756,872,0.577,0.288,58
6,105,752,872,0.516,0.258,14
6,106,748,874,0.577,0.288,15
6,107,741,878,1.040,0.520,14
6,108,737,882,0.730,0.365,9
6,109,735,887,0.695,0.347,2
6,110,735,887,0.000,0.000,2
7,1,833,748,-1.000,-1.000,20
7,2,833,752,0.516,0.258,52
7,3,829,756,0.730,0.365,22
7,4,820,756,1.161,0.581,83
7,5,818,756,0.258,0.129,53
7,6,816,763,0.939,0.470,28
7,7,816,763,0.000,0.000,103
7,8,816,763,0.000,0.000,100
7,9,816,763,0.000,0.000,89
7,10,808,765,1.064,0.532,54
7,11,808,765,0.000,0.000,67
7,12,812,769,0.730,0.365,31
7,13,816,773,0.730,0.365,38
7,14,816,776,0.387,0.194,45
7,15,816,776,0.000,0.000,33
7,16,816,776,0.000,0.000,25
7,17,816,776,0.000,0.000,36
7,18,814,778,0.365,0.182,67
7,19,814,778,0.000,0.000,59
7,20,814,778,0.000,0.000,53
7,21,823,778,1.161,0.581,80
7,22,827,778,0.516,0.258,63
7,23,829,780,0.365,0.182,132
7,24,835,784,0.930,0.465,0
7,25,835,784,0.000,0.000,55
7,26,835,784,0.000,0.000,56
7,27,831,788,0.730,0.365,71
7,28,831,788,0.000,0.000,104
7,29,838,790,0.939,0.470,79
7,30,844,790,0.774,0.387,36
7,31,840,799,1.271,0.635,5
7,32,838,797,0.365,0.182,31
7,33,835,790,0.982,0.491,32
7,34,835,795,0.645,0.323,55
7,35,838,799,0.645,0.323,123
7,36,844,799,0.774,0.387,26
7,37,844,799,0.000,0.000,2
7,38,840,797,0.577,0.288,67
7,39,844,795,0.577,0.288,118
7,40,846,801,0.816,0.408,111
7,41,846,801,0.000,0.000,111
7,42,846,805,0.516,0.258,115
7,43,850,808,0.645,0.323,101
7,44,852,812,0.577,0.288,35
7,45,855,814,0.465,0.233,46
7,46,859,816,0.577,0.288,22
7,47,859,818,0.258,0.129,61
7,48,859,823,0.645,0.323,15
7,49,863,825,0.577,0.288,91
7,50,863,827,0.258,0.129,48
7,51,863,827,0.000,0.000,6
7,52,863,835,1.032,0.516,73
7,53,863,842,0.903,0.452,48
7,54,863,842,0.000,0.000,75
7,55,870,842,0.903,0.452,64
7,56,874,850,1.154,0.577,111
7,57,876,857,0.939,0.470,48
7,58,880,865,1.154,0.577,27
7,59,880,874,1.161,0.581,47
7,60,880,876,0.258,0.129,35
7,61,880,880,0.516,0.258,15
7,62,885,887,1.110,0.555,78
7,63,889,891,0.730,0.365,102
7,64,893,893,0.577,0.288,95
7,65,895,897,0.577,0.288,44
7,66,895,904,0.903,0.452,9
7,67,895,908,0.516,0.258,23
7,68,895,914,0.774,0.387,45
7,69,900,925,1.559,0.779,11
7,70,900,932,0.903,0.452,2
7,71,904,936,0.730,0.365,32
7,72,908,942,0.930,0.465,61
7,73,910,949,0.939,0.470,21
7,74,917,959,1.575,0.787,23
7,75,917,964,0.645,0.323,75
7,76,917,964,0.000,0.000,14
7,77,919,970,0.816,0.408,30
7,78,921,974,0.577,0.288,33
7,79,925,981,1.040,0.520,59
7,80,932,987,1.189,0.595,26
7,81,936,991,0.730,0.365,51
7,82,940,1000,1.271,0.635,47
7,83,940,1009,1.161,0.581,2
7,84,940,1011,0.258,0.129,1
7,85,949,1019,1.553,0.777,85
7,86,949,1021,0.258,0.129,33
7,87,949,1026,0.645,0.323,18
7,88,951,1032,0.816,0.408,7
7,89,953,1036,0.577,0.288,7
7,90,957,1043,1.040,0.520,46
7,91,962,1053,1.442,0.721,48
7,92,966,1068,2.003,1.001,1
7,93,968,1075,0.939,0.470,1
7,94,970,1081,0.816,0.408,2
7,95,976,1090,1.395,0.698,1
7,96,979,1094,0.645,0.323,25
7,97,972,1083,1.682,0.841,2
7,98,968,1088,0.826,0.413,0
7,99,968,1090,0.258,0.129,1
7,100,966,1098,1.064,0.532,4
7,101,966,1105,0.903,0.452,0
7,102,966,1100,0.645,0.323,18
7,103,964,1094,0.816,0.408,1
7,104,964,1094,0.000,0.000,3
7,105,964,1100,0.774,0.387,1
7,106,964,1103,0.387,0.194,14
7,107,964,1103,0.000,0.000,31
7,108,964,1105,0.258,0.129,88
7,109,968,1115,1.389,0.695,17
7,110,962,1120,1.008,0.504,52
8,1,889,694,-1.000,-1.000,52
8,2,889,694,0.000,0.000,141
8,3,885,694,0.516,0.258,114
